po_id,sku,category,supplier_id,inspect_date,qty_inspected,qty_defective,defect_rate,defect_type,result,inspector
PO02572,FWD5872A,钻石系列,SUP058,2025-05-07,210,1,0.00476,无,通过,QC-01
PO02077,FWD901KSW,耐候系列,SUP056,2025-06-25,798,7,0.00877,无,通过,QC-02
PO00584,FWD361,金色系列,SUP029,2025-07-27,4689,40,0.00853,外观缺陷,通过,QC-02
PO00355,FWD205WR,耐候系列,SUP001,2025-12-11,2151,15,0.00697,无,通过,QC-03
PO01911,FWD522,金属彩光系列,SUP044,2025-09-12,3868,26,0.00672,外观缺陷,通过,QC-02
PO00886,FWD001,其他,SUP056,2025-04-27,4764,10,0.0021,颜色偏差,通过,QC-01
PO02278,FWD6007,超白系列,SUP023,2025-03-10,673,3,0.00446,无,通过,QC-02
PO02983,FWD6215,水晶系列,SUP030,2026-01-17,642,6,0.00935,无,通过,QC-01
PO00473,BHC9234BOH,化妆品系列,SUP045,2025-04-21,1996,3,0.0015,颜色偏差,通过,QC-03
PO01162,FWD6883,水晶系列,SUP034,2025-08-18,2749,22,0.008,尺寸偏差,通过,QC-03
PO01488,FWD5870A,钻石系列,SUP007,2025-01-08,2264,11,0.00486,无,通过,QC-02
PO02864,FWD418B,着色系列,SUP027,2025-01-08,3045,19,0.00624,无,通过,QC-01
PO00040,FWDV220,玻璃包银系列,SUP051,2024-12-17,657,3,0.00457,无,不通过,QC-03
PO01447,FWD5895,钻石系列,SUP026,2025-03-25,2042,7,0.00343,外观缺陷,通过,QC-02
PO01683,FWD6005T,超白系列,SUP058,2025-01-14,1838,12,0.00653,无,通过,QC-01
PO02626,FWDD25X,钻石系列,SUP033,2024-12-20,3406,26,0.00763,尺寸偏差,通过,QC-02
PO01270,FWD6810,水晶系列,SUP031,2025-12-23,853,8,0.00938,尺寸偏差,通过,QC-03
PO02627,FWD525WR,耐候系列,SUP007,2025-04-02,2881,17,0.0059,尺寸偏差,通过,QC-03
PO02561,FWD6840,水晶系列,SUP028,2025-02-26,4887,11,0.00225,无,通过,QC-01
PO00656,FWD427,着色系列,SUP002,2025-03-04,322,1,0.00311,无,不通过,QC-02
PO00068,FWD6504,水晶系列,SUP051,2025-07-11,4732,2,0.00042,颜色偏差,通过,QC-01
PO00548,FWD6603B,磁性珠光,SUP053,2025-08-08,1400,8,0.00571,颜色偏差,通过,QC-03
PO01146,FWD152,银白系列,SUP026,2024-11-06,4627,31,0.0067,尺寸偏差,通过,QC-01
PO01100,FWD96107SW,耐候系列,SUP025,2025-07-29,4532,22,0.00485,无,通过,QC-02
PO01727,FWDD23L,钻石系列,SUP005,2025-09-27,3979,39,0.0098,无,通过,QC-02
PO01248,FWD6601A,磁性珠光,SUP057,2025-04-06,1090,9,0.00826,颜色偏差,通过,QC-01
PO00633,FWDD28X,钻石系列,SUP032,2025-07-01,104,1,0.00962,无,不通过,QC-03
PO02143,FWD306WR,耐候系列,SUP035,2026-01-23,4712,6,0.00127,无,通过,QC-03
PO01404,FWD500WR,耐候系列,SUP043,2025-12-30,2733,10,0.00366,无,通过,QC-03
PO02379,FWD231,虹彩系列,SUP001,2025-07-05,3968,4,0.00101,无,通过,QC-03
PO02952,FWD5518,金属彩光系列,SUP026,2025-11-18,437,4,0.00915,无,通过,QC-03
PO00591,FWD119,银白系列,SUP046,2025-05-14,4288,32,0.00746,无,通过,QC-02
PO01393,FWD5890,钻石系列,SUP010,2025-10-05,824,5,0.00607,无,通过,QC-02
PO00678,FWD120,银白系列,SUP042,2025-03-18,2356,1,0.00042,无,通过,QC-03
PO02364,FWD7365,其他,SUP034,2025-08-14,3540,24,0.00678,尺寸偏差,通过,QC-02
PO00764,FWD306,金色系列,SUP016,2026-01-27,3827,37,0.00967,尺寸偏差,通过,QC-02
PO01173,FWD119,银白系列,SUP011,2025-03-06,4852,7,0.00144,尺寸偏差,通过,QC-03
PO00560,FWD505,金属彩光系列,SUP039,2025-06-06,3134,29,0.00925,无,通过,QC-03
PO00213,FWD5874A,钻石系列,SUP031,2025-03-25,4359,17,0.0039,无,通过,QC-02
PO02622,FWDD10X,钻石系列,SUP053,2025-05-21,2229,2,0.0009,尺寸偏差,通过,QC-03
PO02726,FWD6303,水晶系列,SUP011,2026-01-14,4539,43,0.00947,无,不通过,QC-03
PO00047,FWD6881,水晶系列,SUP041,2025-09-29,590,1,0.00169,无,通过,QC-02
PO01187,FWDD10L,钻石系列,SUP029,2025-01-11,1666,7,0.0042,外观缺陷,通过,QC-02
PO00628,BHC89237BG,着色变色龙,SUP053,2024-10-26,4655,38,0.00816,外观缺陷,通过,QC-01
PO02608,FWDD23L,钻石系列,SUP030,2025-07-12,1138,0,0.0,外观缺陷,通过,QC-02
PO01426,FWD5871A,钻石系列,SUP035,2025-04-20,522,4,0.00766,外观缺陷,通过,QC-02
PO02779,FWD173,银白系列,SUP025,2025-05-09,1517,10,0.00659,尺寸偏差,通过,QC-01
PO01196,FWD504,金属彩光系列,SUP031,2025-08-27,3413,0,0.0,颜色偏差,通过,QC-01
PO00955,FWD3502,金属彩光系列,SUP055,2025-01-12,4009,5,0.00125,无,不通过,QC-02
PO00722,FWD6007,超白系列,SUP019,2025-07-28,3213,9,0.0028,外观缺陷,通过,QC-02
PO02610,FWD5890,钻石系列,SUP029,2025-05-13,4565,5,0.0011,无,不通过,QC-01
PO02457,FWD101WR,耐候系列,SUP046,2025-12-17,1083,0,0.0,尺寸偏差,通过,QC-02
PO02337,FWD123,银白系列,SUP027,2025-08-23,849,3,0.00353,无,通过,QC-01
PO00369,FWD525,金属彩光系列,SUP032,2025-03-12,1747,5,0.00286,无,通过,QC-02
PO00769,FWD215WR,耐候系列,SUP005,2024-12-26,2507,16,0.00638,无,不通过,QC-01
PO01960,BHC9230YBH,化妆品系列,SUP047,2025-08-14,1919,8,0.00417,外观缺陷,不通过,QC-03
PO02273,FWD506,金属彩光系列,SUP004,2025-01-11,2031,6,0.00295,尺寸偏差,通过,QC-01
PO00154,BHC9323PG,玻璃变色龙,SUP057,2025-03-15,4811,42,0.00873,无,通过,QC-01
PO01965,FWD6003TWR,耐候系列,SUP039,2024-12-31,2492,2,0.0008,无,通过,QC-03
PO02867,FWDD28L,钻石系列,SUP029,2025-11-18,3839,7,0.00182,外观缺陷,通过,QC-01
PO02830,FWD5519,金属彩光系列,SUP053,2025-03-11,4446,43,0.00967,颜色偏差,通过,QC-02
PO00638,FWD302WR,耐候系列,SUP047,2025-08-14,2541,13,0.00512,颜色偏差,通过,QC-02
PO01128,FWD6001,超白系列,SUP014,2025-02-25,569,0,0.0,无,通过,QC-01
PO01027,FWD152,银白系列,SUP024,2025-07-17,3736,25,0.00669,尺寸偏差,通过,QC-01
PO02832,BHC9235BVH,化妆品系列,SUP021,2025-07-25,1059,8,0.00755,外观缺陷,通过,QC-01
PO02711,FWDD29L,钻石系列,SUP028,2025-01-23,2493,0,0.0,颜色偏差,通过,QC-01
PO01634,FWD122,银白系列,SUP039,2025-04-05,3253,12,0.00369,尺寸偏差,通过,QC-03
PO00908,FWD429,着色系列,SUP007,2025-02-10,4184,35,0.00837,无,通过,QC-01
PO00771,FWD6009,超白系列,SUP028,2025-10-21,2386,4,0.00168,尺寸偏差,通过,QC-01
PO00751,FWD6018,超白系列,SUP008,2025-01-26,3061,4,0.00131,无,通过,QC-01
PO01901,FWDV060,玻璃包银系列,SUP052,2025-04-19,2635,5,0.0019,无,通过,QC-03
PO02126,FWD103TWR,耐候系列,SUP029,2025-01-24,3707,28,0.00755,颜色偏差,通过,QC-01
PO02269,FWDV060B,玻璃包银系列,SUP007,2026-01-16,1549,3,0.00194,颜色偏差,通过,QC-03
PO01160,FWD6003TWR,耐候系列,SUP028,2025-09-06,1703,14,0.00822,无,通过,QC-02
PO01314,FWD205M,虹彩系列,SUP051,2025-06-14,1320,0,0.0,颜色偏差,通过,QC-03
PO02558,FWDD10M,钻石系列,SUP028,2025-10-25,3790,22,0.0058,外观缺陷,通过,QC-01
PO00898,FWD325,金色系列,SUP027,2024-12-11,2470,17,0.00688,无,通过,QC-01
PO00103,FWDD21X,钻石系列,SUP051,2025-04-20,196,0,0.0,颜色偏差,通过,QC-01
PO01340,FWDV040,玻璃包银系列,SUP009,2025-06-12,1139,11,0.00966,无,通过,QC-03
PO00034,FWD509,金属彩光系列,SUP037,2026-01-09,3770,1,0.00027,无,通过,QC-03
PO01790,FWD225,虹彩系列,SUP042,2025-06-17,1886,16,0.00848,颜色偏差,通过,QC-03
PO02505,BHC9227GOH,化妆品系列,SUP050,2025-03-14,2056,5,0.00243,无,通过,QC-01
PO02781,BHC9323PG,玻璃变色龙,SUP033,2025-02-25,1604,3,0.00187,外观缺陷,通过,QC-03
PO02272,FWD6820,水晶系列,SUP007,2025-01-02,3032,2,0.00066,无,通过,QC-03
PO01997,FWD5800D,钻石系列,SUP001,2025-04-24,3843,5,0.0013,颜色偏差,通过,QC-02
PO01534,BHC9234BOH,化妆品系列,SUP055,2025-12-29,2458,6,0.00244,尺寸偏差,通过,QC-02
PO02169,FWD6601,磁性珠光,SUP002,2025-02-16,249,1,0.00402,尺寸偏差,通过,QC-01
PO01296,FWD520WR,耐候系列,SUP010,2025-01-22,1890,0,0.0,无,通过,QC-01
PO00617,BHC9338GR,玻璃变色龙,SUP032,2025-04-17,2452,22,0.00897,无,通过,QC-02
PO01428,FWDD10A,钻石系列,SUP034,2025-06-30,4031,13,0.00323,外观缺陷,通过,QC-01
PO02001,FWD402,着色系列,SUP042,2025-04-29,3136,5,0.00159,颜色偏差,通过,QC-02
PO00686,BHC9325BR,玻璃变色龙,SUP011,2025-05-23,3517,19,0.0054,无,通过,QC-01
PO01117,FWD211WR,耐候系列,SUP003,2025-06-28,1543,9,0.00583,颜色偏差,通过,QC-01
PO02811,FWD96107SW,耐候系列,SUP006,2025-04-24,1690,16,0.00947,外观缺陷,通过,QC-01
PO00637,FWD5872C,钻石系列,SUP049,2025-07-18,231,0,0.0,尺寸偏差,通过,QC-01
PO01523,FWD111M,银白系列,SUP045,2025-06-07,4140,3,0.00072,颜色偏差,通过,QC-02
PO02315,FWD302WR,耐候系列,SUP058,2024-12-19,4940,40,0.0081,外观缺陷,通过,QC-01
PO02065,FWD5870D,钻石系列,SUP043,2025-03-21,541,5,0.00924,外观缺陷,通过,QC-02
PO01924,FWD5893,钻石系列,SUP035,2025-08-14,1274,1,0.00078,颜色偏差,通过,QC-02
PO01711,BHC9321RY,玻璃变色龙,SUP043,2025-10-05,4358,13,0.00298,尺寸偏差,通过,QC-02
PO01085,FWD6860,水晶系列,SUP044,2025-01-06,4029,30,0.00745,尺寸偏差,通过,QC-02
PO00081,FWD302WR,耐候系列,SUP009,2025-09-24,972,0,0.0,颜色偏差,通过,QC-03
PO02780,FWD535,金属彩光系列,SUP009,2025-12-04,1672,9,0.00538,尺寸偏差,通过,QC-03
PO01617,FWD306WR,耐候系列,SUP027,2025-08-19,4200,42,0.01,尺寸偏差,通过,QC-01
PO02348,BHC89233BR,着色变色龙,SUP023,2025-11-28,4818,46,0.00955,无,通过,QC-03
PO01743,FWD425B,着色系列,SUP058,2025-06-13,4690,5,0.00107,无,通过,QC-01
PO01050,FWDD10M,钻石系列,SUP010,2025-09-11,999,1,0.001,无,通过,QC-03
PO01788,FWDD28X,钻石系列,SUP038,2025-07-15,3704,37,0.00999,无,通过,QC-03
PO02515,FWD6881,水晶系列,SUP054,2025-08-22,1755,8,0.00456,无,通过,QC-01
PO00102,BHC89230GY,着色变色龙,SUP051,2024-12-30,4407,38,0.00862,无,通过,QC-01
PO00466,FWDV080,玻璃包银系列,SUP053,2025-10-29,2152,17,0.0079,颜色偏差,通过,QC-02
PO01675,FWD408,着色系列,SUP002,2025-09-19,4019,3,0.00075,无,不通过,QC-01
PO01206,FWD415Y,着色系列,SUP052,2025-04-04,1421,8,0.00563,尺寸偏差,通过,QC-02
PO02839,BHC9230YBH,化妆品系列,SUP044,2025-03-16,763,5,0.00655,外观缺陷,通过,QC-01
PO00561,FWD413,着色系列,SUP016,2025-05-24,2066,15,0.00726,颜色偏差,通过,QC-01
PO00962,FWD351,金色系列,SUP050,2025-07-30,4769,1,0.00021,外观缺陷,通过,QC-03
PO01855,FWD6501,水晶系列,SUP038,2025-02-16,4290,20,0.00466,无,通过,QC-03
PO02721,FWDV020,玻璃包银系列,SUP018,2025-08-15,4624,40,0.00865,外观缺陷,通过,QC-02
PO00326,FWD3504,金属彩光系列,SUP005,2025-02-04,3091,10,0.00324,无,通过,QC-01
PO01191,FWD300,金色系列,SUP013,2024-11-17,4405,12,0.00272,外观缺陷,不通过,QC-03
PO00285,FWD301,金色系列,SUP023,2025-05-21,2281,3,0.00132,颜色偏差,通过,QC-02
PO01384,BHC9275BOH,化妆品系列,SUP056,2025-07-29,4554,35,0.00769,尺寸偏差,通过,QC-02
PO01498,FWD525WR,耐候系列,SUP003,2025-06-05,4394,6,0.00137,无,通过,QC-01
PO00270,FWD6300,水晶系列,SUP046,2024-11-26,3080,6,0.00195,尺寸偏差,通过,QC-01
PO00181,FWDD23M,钻石系列,SUP001,2026-01-29,4999,12,0.0024,无,通过,QC-03
PO01425,FWD303,金色系列,SUP007,2025-06-25,4358,29,0.00665,无,通过,QC-01
PO00453,FWD535,金属彩光系列,SUP040,2025-04-15,4287,8,0.00187,尺寸偏差,通过,QC-01
PO01807,FWD6500,水晶系列,SUP005,2024-12-11,1069,8,0.00748,无,通过,QC-01
PO01998,FWD600,其他,SUP054,2024-12-31,984,1,0.00102,尺寸偏差,通过,QC-03
PO01346,FWDD28L,钻石系列,SUP025,2025-01-28,3863,36,0.00932,外观缺陷,通过,QC-01
PO01925,FWDV155,玻璃包银系列,SUP007,2026-01-08,4251,22,0.00518,颜色偏差,通过,QC-03
PO02110,BHC9275BOH,化妆品系列,SUP027,2025-03-25,1274,0,0.0,颜色偏差,通过,QC-01
PO01546,FWD103,银白系列,SUP016,2025-02-25,4218,25,0.00593,外观缺陷,通过,QC-01
PO02840,FWDD21X,钻石系列,SUP001,2025-01-15,4824,24,0.00498,尺寸偏差,通过,QC-02
PO00626,FWD001,其他,SUP035,2025-10-22,4575,25,0.00546,外观缺陷,通过,QC-03
PO00974,FWD351WR,耐候系列,SUP003,2025-02-14,168,0,0.0,颜色偏差,通过,QC-01
PO01526,FWD435,着色系列,SUP053,2025-01-28,232,1,0.00431,无,通过,QC-02
PO02051,FWD231WR,耐候系列,SUP003,2025-12-04,165,1,0.00606,颜色偏差,通过,QC-02
PO01853,FWD508,金属彩光系列,SUP012,2024-11-26,2841,0,0.0,无,通过,QC-03
PO01552,FWD5893,钻石系列,SUP058,2025-10-12,2812,18,0.0064,尺寸偏差,通过,QC-03
PO01568,FWD351,金色系列,SUP046,2025-01-24,447,4,0.00895,外观缺陷,通过,QC-01
PO00652,FWD418B,着色系列,SUP030,2025-09-21,4000,3,0.00075,无,通过,QC-03
PO01613,FWD217,虹彩系列,SUP043,2025-07-07,2493,18,0.00722,颜色偏差,通过,QC-02
PO02510,FWDD29M,钻石系列,SUP049,2025-10-25,4195,32,0.00763,外观缺陷,通过,QC-03
PO00205,FWD6307A,水晶系列,SUP026,2025-08-04,3370,19,0.00564,外观缺陷,通过,QC-03
PO02395,BHC89235G,着色变色龙,SUP023,2025-07-21,3075,21,0.00683,外观缺陷,通过,QC-02
PO02775,FWD402,着色系列,SUP039,2026-01-14,1891,6,0.00317,无,通过,QC-03
PO00344,FWDD28X,钻石系列,SUP046,2026-02-01,2464,4,0.00162,无,通过,QC-03
PO02513,FWDD21L,钻石系列,SUP035,2025-02-07,3820,25,0.00654,颜色偏差,通过,QC-02
PO01767,FWD351,金色系列,SUP003,2025-03-27,3816,23,0.00603,外观缺陷,通过,QC-01
PO00985,FWD152WR,耐候系列,SUP034,2025-06-08,3661,28,0.00765,外观缺陷,通过,QC-03
PO00673,FWD151,银白系列,SUP052,2025-07-15,4528,28,0.00618,颜色偏差,通过,QC-01
PO02841,FWDV080,玻璃包银系列,SUP040,2025-06-07,575,2,0.00348,尺寸偏差,通过,QC-01
PO01590,FWD216,虹彩系列,SUP030,2025-09-16,4705,10,0.00213,无,通过,QC-02
PO00650,BHC9323PG,玻璃变色龙,SUP052,2025-06-23,264,0,0.0,无,通过,QC-01
PO01531,FWD225WR,耐候系列,SUP022,2025-12-05,170,0,0.0,无,通过,QC-03
PO00772,FWD6224,水晶系列,SUP013,2025-02-15,3579,27,0.00754,无,通过,QC-03
PO01797,FWD7352,其他,SUP043,2025-01-07,2859,8,0.0028,尺寸偏差,通过,QC-03
PO02148,FWD323M,金色系列,SUP035,2025-02-19,2587,8,0.00309,无,通过,QC-02
PO01779,FWD6500,水晶系列,SUP044,2025-12-20,2074,7,0.00338,无,通过,QC-03
PO00871,FWD201,虹彩系列,SUP005,2025-09-08,911,9,0.00988,无,通过,QC-01
PO02931,FWD5890,钻石系列,SUP005,2025-06-07,2327,18,0.00774,无,通过,QC-03
PO02595,FWD111WR,耐候系列,SUP035,2025-06-14,4531,12,0.00265,无,通过,QC-02
PO00250,BHC9321RY,玻璃变色龙,SUP055,2025-10-09,2980,13,0.00436,尺寸偏差,通过,QC-03
PO00492,FWDD25L,钻石系列,SUP018,2025-12-21,3616,30,0.0083,无,不通过,QC-03
PO02564,FWD509,金属彩光系列,SUP038,2025-10-03,1501,5,0.00333,颜色偏差,通过,QC-03
PO02929,BHC9327GP,玻璃变色龙,SUP039,2025-04-06,1272,8,0.00629,无,通过,QC-01
PO00508,FWDV150B,玻璃包银系列,SUP045,2025-07-25,3880,4,0.00103,颜色偏差,通过,QC-01
PO01607,FWD901KSW,耐候系列,SUP023,2025-04-01,885,2,0.00226,尺寸偏差,通过,QC-01
PO02283,FWDD23M,钻石系列,SUP049,2025-05-09,1482,3,0.00202,无,通过,QC-02
PO02992,FWDV015,玻璃包银系列,SUP057,2025-12-02,1825,17,0.00932,外观缺陷,通过,QC-01
PO02486,FWD508WR,耐候系列,SUP014,2025-07-01,3724,31,0.00832,无,通过,QC-01
PO01827,FWDD25X,钻石系列,SUP041,2025-07-24,2029,12,0.00591,颜色偏差,通过,QC-01
PO02160,FWD6018T,超白系列,SUP054,2025-03-04,4553,19,0.00417,颜色偏差,通过,QC-02
PO00208,FWD219WR,耐候系列,SUP051,2025-08-31,1453,6,0.00413,尺寸偏差,通过,QC-03
PO01004,FWD100,银白系列,SUP002,2024-12-31,1302,2,0.00154,无,不通过,QC-02
PO02955,FWD111,银白系列,SUP030,2025-04-03,1890,13,0.00688,无,通过,QC-01
PO00550,FWD302,金色系列,SUP024,2024-11-27,2227,15,0.00674,尺寸偏差,通过,QC-02
PO00946,FWD111MT,银白系列,SUP035,2025-04-20,3134,20,0.00638,颜色偏差,通过,QC-01
PO00405,FWD6820,水晶系列,SUP029,2025-12-03,4669,24,0.00514,尺寸偏差,通过,QC-01
PO01737,FWD5800A,钻石系列,SUP034,2025-02-09,4366,27,0.00618,外观缺陷,通过,QC-03
PO01253,FWD5870B,钻石系列,SUP004,2025-06-19,994,3,0.00302,尺寸偏差,通过,QC-02
PO02342,BHC9234BOH,化妆品系列,SUP015,2025-01-23,3321,16,0.00482,尺寸偏差,通过,QC-02
PO01378,FWD530,金属彩光系列,SUP007,2025-10-22,136,1,0.00735,无,通过,QC-02
PO02188,BHC9320YB,玻璃变色龙,SUP049,2025-06-03,589,0,0.0,无,通过,QC-03
PO01645,BHC9325BR,玻璃变色龙,SUP002,2025-08-05,469,3,0.0064,无,通过,QC-02
PO02877,FWD351,金色系列,SUP034,2025-08-28,807,1,0.00124,无,通过,QC-03
PO02787,BHC89233BR,着色变色龙,SUP005,2025-09-06,2480,0,0.0,无,通过,QC-03
PO00319,FWD221WR,耐候系列,SUP012,2025-09-19,3621,12,0.00331,颜色偏差,通过,QC-01
PO02022,FWD416,着色系列,SUP041,2025-08-12,2508,10,0.00399,尺寸偏差,通过,QC-01
PO02733,FWD6300T,水晶系列,SUP004,2025-08-12,1921,0,0.0,颜色偏差,通过,QC-03
PO01319,FWDD25X,钻石系列,SUP045,2025-05-10,3543,15,0.00423,无,通过,QC-03
PO02249,FWD355,金色系列,SUP008,2025-10-11,4765,18,0.00378,无,通过,QC-02
PO00062,FWD5870A,钻石系列,SUP018,2025-05-31,591,5,0.00846,颜色偏差,通过,QC-02
PO00882,FWD111,银白系列,SUP031,2024-12-07,1568,14,0.00893,无,通过,QC-02
PO00227,FWDV020,玻璃包银系列,SUP005,2025-05-02,1031,7,0.00679,外观缺陷,通过,QC-02
PO01979,FWD400B,着色系列,SUP019,2025-04-29,3892,31,0.00797,无,通过,QC-01
PO00386,FWD410,着色系列,SUP002,2025-08-13,105,0,0.0,无,通过,QC-03
PO01192,FWD402,着色系列,SUP010,2025-06-19,3683,4,0.00109,外观缺陷,通过,QC-03
PO01713,BHC9320YB,玻璃变色龙,SUP026,2025-08-20,4767,3,0.00063,无,通过,QC-03
PO00168,BHC9227GOH,化妆品系列,SUP017,2025-01-09,3914,19,0.00485,尺寸偏差,通过,QC-03
PO00461,BHC9275BOH,化妆品系列,SUP053,2025-10-27,1556,2,0.00129,无,通过,QC-02
PO00149,FWDV150B,玻璃包银系列,SUP026,2024-12-08,2253,16,0.0071,无,通过,QC-02
PO02625,FWD323,金色系列,SUP046,2025-04-20,4560,14,0.00307,无,通过,QC-03
PO01424,FWD6820,水晶系列,SUP040,2025-01-13,1343,13,0.00968,无,通过,QC-03
PO02106,FWD211WR,耐候系列,SUP053,2025-09-28,4546,41,0.00902,无,通过,QC-01
PO01940,FWDD10X,钻石系列,SUP019,2025-04-26,1460,5,0.00342,外观缺陷,通过,QC-03
PO02975,FWDV550,玻璃包银系列,SUP029,2025-11-08,2557,25,0.00978,无,通过,QC-03
PO01095,FWD5800,钻石系列,SUP014,2025-03-05,214,0,0.0,无,通过,QC-01
PO01216,FWDD25X,钻石系列,SUP044,2024-12-22,3637,3,0.00082,尺寸偏差,通过,QC-02
PO00259,FWD509,金属彩光系列,SUP037,2025-10-21,4459,15,0.00336,无,通过,QC-01
PO00360,FWD436 ,着色系列,SUP005,2025-04-28,4366,0,0.0,颜色偏差,通过,QC-03
PO02615,FWDV060,玻璃包银系列,SUP055,2025-07-01,3021,5,0.00166,颜色偏差,通过,QC-03
PO02886,FWD216,虹彩系列,SUP025,2026-01-01,682,5,0.00733,尺寸偏差,通过,QC-01
PO02346,FWD530,金属彩光系列,SUP002,2025-06-24,659,0,0.0,外观缺陷,通过,QC-01
PO02984,FWD306,金色系列,SUP041,2025-11-05,3942,11,0.00279,颜色偏差,通过,QC-02
PO00952,FWD5872A,钻石系列,SUP059,2025-11-04,4701,28,0.00596,无,通过,QC-02
PO00046,FWD5518WR,耐候系列,SUP054,2025-03-04,2101,16,0.00762,外观缺陷,通过,QC-02
PO00868,FWD5892,钻石系列,SUP056,2025-12-21,1934,8,0.00414,无,通过,QC-03
PO00317,FWD330,金色系列,SUP052,2025-07-29,640,1,0.00156,无,通过,QC-03
PO00256,FWD300,金色系列,SUP030,2025-06-01,4058,9,0.00222,无,通过,QC-03
PO01514,FWD225WR,耐候系列,SUP050,2025-10-16,4957,26,0.00525,无,通过,QC-02
PO00398,FWDV095B,玻璃包银系列,SUP029,2025-07-28,2723,23,0.00845,颜色偏差,通过,QC-03
PO02363,FWD525,金属彩光系列,SUP005,2024-12-26,3335,7,0.0021,无,通过,QC-02
PO01579,FWDV220,玻璃包银系列,SUP049,2025-11-21,3983,16,0.00402,无,通过,QC-03
PO02549,FWDV080,玻璃包银系列,SUP028,2025-07-19,132,1,0.00758,无,通过,QC-03
PO02586,FWD361,金色系列,SUP025,2025-12-01,1311,5,0.00381,无,通过,QC-01
PO02986,FWD231,虹彩系列,SUP058,2025-10-17,865,0,0.0,尺寸偏差,通过,QC-01
PO01759,FWDD27M,钻石系列,SUP050,2025-08-21,3089,13,0.00421,外观缺陷,通过,QC-02
PO02392,FWDV080,玻璃包银系列,SUP056,2025-07-27,3715,27,0.00727,尺寸偏差,通过,QC-02
PO00467,FWD6502,水晶系列,SUP060,2025-03-10,487,3,0.00616,无,通过,QC-01
PO00039,FWD353,金色系列,SUP030,2025-01-20,356,2,0.00562,外观缺陷,通过,QC-01
PO01821,FWD6683T,磁性珠光,SUP059,2025-07-27,4828,42,0.0087,无,通过,QC-03
PO01570,FWD224,虹彩系列,SUP010,2025-05-05,1569,11,0.00701,尺寸偏差,通过,QC-01
PO02773,FWD6235,水晶系列,SUP053,2025-11-04,2415,14,0.0058,外观缺陷,通过,QC-02
PO00972,FWDD23L,钻石系列,SUP035,2025-06-11,1438,5,0.00348,外观缺陷,通过,QC-03
PO00606,FWD121WR,耐候系列,SUP037,2025-11-07,2037,14,0.00687,颜色偏差,通过,QC-02
PO01647,FWD7351,其他,SUP004,2025-10-24,3006,16,0.00532,颜色偏差,通过,QC-01
PO00848,FWD425B,着色系列,SUP054,2025-07-16,2469,17,0.00689,颜色偏差,通过,QC-02
PO00432,FWD510,金属彩光系列,SUP037,2025-07-28,3485,9,0.00258,无,通过,QC-02
PO02724,FWD436 ,着色系列,SUP020,2025-10-21,4154,17,0.00409,外观缺陷,通过,QC-02
PO00761,FWD223,虹彩系列,SUP048,2025-04-28,4546,16,0.00352,无,通过,QC-02
PO01072,FWD5873A,钻石系列,SUP047,2025-03-07,3805,20,0.00526,颜色偏差,通过,QC-03
PO00901,FWD6303,水晶系列,SUP047,2025-04-17,2144,15,0.007,无,通过,QC-02
PO02205,FWD6504A,水晶系列,SUP038,2025-06-23,2924,8,0.00274,无,通过,QC-01
PO00585,FWD306,金色系列,SUP032,2025-04-20,2400,13,0.00542,无,通过,QC-02
PO00609,FWD223,虹彩系列,SUP025,2025-05-07,3038,14,0.00461,尺寸偏差,通过,QC-03
PO01056,FWD901KSW,耐候系列,SUP006,2025-02-20,4029,0,0.0,无,通过,QC-03
PO01132,FWD436 ,着色系列,SUP057,2025-03-23,3346,0,0.0,颜色偏差,通过,QC-01
PO00768,FWD6500A,水晶系列,SUP010,2025-04-14,3342,9,0.00269,无,通过,QC-02
PO02546,BHC9235BVH,化妆品系列,SUP051,2025-03-21,2178,2,0.00092,无,通过,QC-01
PO01374,FWD325,金色系列,SUP038,2025-01-27,945,0,0.0,尺寸偏差,通过,QC-02
PO00431,FWD552,金属彩光系列,SUP044,2025-11-14,3945,17,0.00431,外观缺陷,通过,QC-01
PO01535,FWD215,虹彩系列,SUP012,2025-06-20,3145,2,0.00064,无,通过,QC-03
PO02583,FWDD23X,钻石系列,SUP035,2025-02-05,809,6,0.00742,外观缺陷,通过,QC-02
PO02238,FWD435B,着色系列,SUP041,2024-12-08,3452,8,0.00232,无,通过,QC-03
PO01218,FWD6504T,水晶系列,SUP036,2025-05-21,734,4,0.00545,颜色偏差,通过,QC-01
PO00392,FWD103,银白系列,SUP022,2025-01-01,4936,35,0.00709,无,通过,QC-01
PO00172,FWDD21L,钻石系列,SUP019,2025-03-16,4666,11,0.00236,无,通过,QC-03
PO00724,BHC9328GR,玻璃变色龙,SUP058,2025-01-15,1299,12,0.00924,无,通过,QC-01
PO01277,FWD6830,水晶系列,SUP011,2025-12-08,2186,0,0.0,尺寸偏差,通过,QC-02
PO00123,FWDD29M,钻石系列,SUP014,2025-07-18,4123,2,0.00049,无,通过,QC-03
PO02463,FWD306,金色系列,SUP025,2024-11-28,1104,7,0.00634,外观缺陷,通过,QC-02
