wo_id,month,sku,component,plan_usage_kg,actual_usage_kg,unit_cost_rmb,variance_pct
WO00047,2025-07,FWD408,色料,1.2416,1.218,33.58,0.03
WO00047,2025-07,FWD408,珠光粉基材,2.5168,2.373,45.19,-0.07
WO00047,2025-07,FWD408,云母粉,2.8692,2.7326,11.58,0.1
WO01206,2025-07,FWDD27L,色料,5.8543,6.0216,45.65,-0.02
WO01206,2025-07,FWDD27L,云母粉,1.9313,2.0049,54.45,0.12
WO01206,2025-07,FWDD27L,包装材料,9.717,9.717,79.4,0.1
WO01206,2025-07,FWDD27L,钛白粉,10.1998,10.1998,46.29,-0.06
WO02092,2024-10,FWD215WR,分散剂,4.5629,4.6063,21.1,-0.05
WO02092,2024-10,FWD215WR,钛白粉,6.2322,5.8167,8.2,0.07
WO02092,2024-10,FWD215WR,色料,0.8532,0.7882,77.32,0.15
WO01342,2025-04,FWD421,包装材料,1.7667,1.8003,36.04,0.09
WO01342,2025-04,FWD421,色料,4.0855,3.8909,43.9,0.07
WO01342,2025-04,FWD421,合成云母,5.5761,5.523,59.4,-0.08
WO01342,2025-04,FWD421,分散剂,10.2689,10.4645,38.88,-0.05
WO01087,2025-03,FWD5519,云母粉,8.0054,8.3104,48.61,-0.06
WO01087,2025-03,FWD5519,钛白粉,5.3645,5.4155,31.4,-0.02
WO01498,2024-11,FWDD27M,钛白粉,0.5888,0.5551,31.1,-0.01
WO01498,2024-11,FWDD27M,云母粉,0.6277,0.5858,64.84,0.01
WO01498,2024-11,FWDD27M,合成云母,0.4499,0.4542,26.54,-0.08
WO01498,2024-11,FWDD27M,珠光粉基材,0.25,0.2547,65.89,0.04
WO01431,2025-06,FWD6820,色料,2.7444,2.6921,18.95,-0.06
WO01431,2025-06,FWD6820,云母粉,1.8893,1.9073,63.76,0.13
WO02398,2025-11,FWD5870B,钛白粉,0.4418,0.4166,29.25,-0.02
WO02398,2025-11,FWD5870B,云母粉,6.0753,5.6703,16.62,0.03
WO02410,2024-12,FWD6225,云母粉,2.8101,2.596,58.33,-0.07
WO02410,2024-12,FWD6225,分散剂,2.3576,2.3351,9.18,0.14
WO01517,2025-03,FWD6002T,钛白粉,2.7427,2.821,35.78,-0.01
WO01517,2025-03,FWD6002T,合成云母,6.3888,6.1454,74.23,0.07
WO01517,2025-03,FWD6002T,珠光粉基材,0.968,0.9864,5.94,-0.03
WO01517,2025-03,FWD6002T,包装材料,5.4208,5.4208,25.84,0.08
WO01916,2025-03,FWD300WR,合成云母,2.6043,2.4059,66.12,-0.03
WO01916,2025-03,FWD300WR,分散剂,3.5541,3.5541,45.69,0.14
WO01916,2025-03,FWD300WR,钛白粉,4.9635,4.9635,67.79,-0.04
WO00282,2025-07,FWD259,钛白粉,2.8526,2.581,31.51,-0.07
WO00282,2025-07,FWD259,色料,1.6046,1.6199,22.72,-0.05
WO00282,2025-07,FWD259,合成云母,0.8914,0.8405,51.74,-0.07
WO00282,2025-07,FWD259,珠光粉基材,1.6224,1.4834,30.86,-0.04
WO01933,2025-10,FWD5870B,分散剂,1.7482,1.6816,68.53,-0.08
WO01933,2025-10,FWD5870B,钛白粉,2.2683,2.3115,53.07,0.12
WO01933,2025-10,FWD5870B,珠光粉基材,1.6904,1.5616,25.71,-0.04
WO01933,2025-10,FWD5870B,云母粉,1.9216,1.9948,47.22,-0.08
WO01617,2025-07,FWD5872A,钛白粉,5.9545,5.6709,21.85,0.08
WO01617,2025-07,FWD5872A,珠光粉基材,2.6775,2.703,27.23,0.06
WO00105,2025-11,FWD300WR,色料,9.8251,8.9829,32.91,0.15
WO00105,2025-11,FWD300WR,钛白粉,7.2593,7.3284,34.69,0.13
WO00105,2025-11,FWD300WR,分散剂,11.0141,11.119,74.4,0.12
WO00389,2025-06,FWD215,钛白粉,2.1255,2.1458,40.78,-0.08
WO00389,2025-06,FWD215,珠光粉基材,1.9927,1.9168,51.08,0.03
WO00389,2025-06,FWD215,包装材料,3.3876,3.5166,36.83,0.11
WO01138,2025-05,FWD8503WR,合成云母,5.6624,5.177,27.98,-0.01
WO01138,2025-05,FWD8503WR,分散剂,7.8829,8.1832,5.14,0.05
WO01138,2025-05,FWD8503WR,钛白粉,8.2715,8.0352,17.83,0.02
WO01138,2025-05,FWD8503WR,云母粉,9.6593,8.9234,56.02,0.07
WO01544,2025-04,FWD231,色料,10.3606,9.3738,23.26,0.08
WO01544,2025-04,FWD231,云母粉,14.3568,13.2629,52.75,0.05
WO00600,2024-12,BHC9328GR,色料,5.739,5.9576,38.08,0.11
WO00600,2024-12,BHC9328GR,合成云母,7.2516,6.9063,54.46,0.02
WO00600,2024-12,BHC9328GR,分散剂,4.2264,4.3472,19.8,0.08
WO00600,2024-12,BHC9328GR,珠光粉基材,3.6036,3.3977,54.21,0.08
WO00271,2025-08,FWD205,合成云母,8.6895,8.7723,58.34,0.14
WO00271,2025-08,FWD205,分散剂,0.2979,0.3036,74.11,0.12
WO00271,2025-08,FWD205,色料,1.0427,0.9633,60.71,0.13
WO01232,2024-10,FWD151WR,分散剂,1.7987,1.7302,71.75,0.12
WO01232,2024-10,FWD151WR,云母粉,4.6556,4.2565,31.6,-0.08
WO01232,2024-10,FWD151WR,珠光粉基材,3.0332,3.091,8.95,-0.03
WO01232,2024-10,FWD151WR,包装材料,1.7282,1.5965,21.33,0.15
WO01195,2025-02,FWD534WR,钛白粉,10.3135,9.4295,19.84,0.06
WO01195,2025-02,FWD534WR,包装材料,4.6071,4.7826,17.66,0.14
WO01195,2025-02,FWD534WR,合成云母,3.56,3.5261,35.79,-0.06
WO01195,2025-02,FWD534WR,珠光粉基材,8.5335,8.8586,48.81,-0.02
WO01479,2024-11,FWD436 ,分散剂,1.693,1.564,15.52,-0.08
WO01479,2024-11,FWD436 ,合成云母,2.919,2.7522,68.83,0.08
WO01479,2024-11,FWD436 ,珠光粉基材,3.3277,3.1058,22.33,0.1
WO01537,2025-05,FWD4012,合成云母,1.4283,1.3195,23.72,0.03
WO01537,2025-05,FWD4012,钛白粉,3.0352,2.8618,33.73,-0.08
WO01677,2025-06,FWD5891,云母粉,9.3115,9.4889,65.18,-0.0
WO01677,2025-06,FWD5891,钛白粉,9.659,9.659,43.95,-0.05
WO01677,2025-06,FWD5891,色料,1.1118,1.133,21.21,0.04
WO01677,2025-06,FWD5891,包装材料,9.5895,8.7675,8.41,0.03
WO00267,2025-10,FWD215,包装材料,0.693,0.6402,27.98,0.03
WO00267,2025-10,FWD215,合成云母,1.6892,1.5444,48.19,0.09
WO00267,2025-10,FWD215,钛白粉,1.9491,1.8006,26.14,0.0
WO01376,2024-11,FWD5895,分散剂,4.803,4.8487,41.48,-0.01
WO01376,2024-11,FWD5895,合成云母,8.394,7.8344,29.18,0.14
WO01376,2024-11,FWD5895,包装材料,6.5536,6.8032,36.83,0.03
WO02350,2025-05,FWD7305WR,云母粉,1.0023,0.9259,59.31,-0.01
WO02350,2025-05,FWD7305WR,合成云母,0.5467,0.5207,46.08,0.08
WO02350,2025-05,FWD7305WR,包装材料,4.7382,4.6479,21.8,0.11
WO00327,2024-11,FWD001,色料,3.6604,3.521,57.78,0.02
WO00327,2024-11,FWD001,云母粉,2.2476,2.269,56.34,0.11
WO01173,2025-11,FWD534WR,珠光粉基材,0.264,0.2439,37.92,-0.06
WO01173,2025-11,FWD534WR,钛白粉,1.3655,1.3135,46.02,0.09
WO01173,2025-11,FWD534WR,色料,0.091,0.0954,11.75,0.11
WO01173,2025-11,FWD534WR,合成云母,1.4292,1.4701,68.62,0.02
WO00010,2025-08,FWD6007,色料,0.5511,0.572,61.64,-0.08
WO00010,2025-08,FWD6007,包装材料,2.7129,2.7645,73.0,0.14
WO00010,2025-08,FWD6007,合成云母,3.5182,3.3507,50.33,-0.09
WO00010,2025-08,FWD6007,钛白粉,4.0693,3.8755,36.18,-0.04
WO01238,2024-12,FWD5870A,色料,0.6106,0.5757,78.26,0.14
WO01238,2024-12,FWD5870A,钛白粉,2.2713,2.1632,27.86,0.12
WO01238,2024-12,FWD5870A,珠光粉基材,0.5251,0.5201,62.85,0.14
WO01238,2024-12,FWD5870A,分散剂,0.6961,0.6629,46.76,0.07
WO00762,2025-04,FWD6300,珠光粉基材,0.5711,0.5439,58.73,-0.03
WO00762,2025-04,FWD6300,合成云母,0.1698,0.1698,34.18,-0.07
WO00762,2025-04,FWD6300,包装材料,0.9878,1.0255,55.53,-0.02
WO02300,2025-07,FWD6205,钛白粉,7.8533,8.1525,42.86,-0.08
WO02300,2025-07,FWD6205,合成云母,5.1821,4.7379,14.85,0.06
WO01633,2025-01,FWDD10X,分散剂,2.0753,2.1149,60.16,0.14
WO01633,2025-01,FWDD10X,包装材料,5.5928,5.433,47.61,0.12
WO01633,2025-01,FWDD10X,钛白粉,4.0803,4.2357,69.13,-0.06
WO01912,2024-11,FWD221,钛白粉,5.9733,5.6888,49.05,0.1
WO01912,2024-11,FWD221,合成云母,1.4753,1.391,35.28,-0.0
WO01912,2024-11,FWD221,包装材料,6.6929,6.5017,41.1,0.06
WO02335,2025-06,FWD5800D,色料,4.7533,4.3006,78.58,0.05
WO02335,2025-06,FWD5800D,合成云母,1.0356,1.0554,75.78,-0.07
WO02335,2025-06,FWD5800D,钛白粉,0.4514,0.4127,46.2,0.14
WO02360,2025-04,FWD215,色料,1.52,1.4186,18.4,0.05
WO02360,2025-04,FWD215,云母粉,2.2153,2.1309,57.63,0.11
WO02360,2025-04,FWD215,珠光粉基材,0.1779,0.1711,56.33,-0.05
WO00166,2024-11,HM010AS,色料,3.0029,2.9457,56.01,0.0
WO00166,2024-11,HM010AS,钛白粉,0.6767,0.6187,42.62,-0.06
WO00166,2024-11,HM010AS,珠光粉基材,3.5738,3.6419,68.73,0.04
WO00249,2025-10,FWD5870B,珠光粉基材,1.6015,1.571,47.86,0.04
WO00249,2025-10,FWD5870B,色料,0.8989,0.8475,36.29,-0.05
WO00249,2025-10,FWD5870B,合成云母,1.5085,1.5803,73.6,0.09
WO01555,2024-10,FWD121WR,包装材料,6.2761,6.2163,78.13,0.14
WO01555,2024-10,FWD121WR,分散剂,2.5227,2.4747,9.0,0.06
WO01555,2024-10,FWD121WR,色料,11.1985,10.6652,65.39,0.04
WO00663,2025-05,FWD6830,钛白粉,0.7569,0.7281,13.03,-0.03
WO00663,2025-05,FWD6830,分散剂,0.2691,0.2589,74.8,-0.09
WO01453,2024-11,FWDD21L,分散剂,2.2127,2.1495,70.92,0.11
WO01453,2024-11,FWDD21L,云母粉,6.1174,5.7096,45.9,0.02
WO01123,2024-12,FWDD28X,钛白粉,0.5297,0.5499,18.2,0.05
WO01123,2024-12,FWDD28X,色料,0.7567,0.7784,32.72,0.11
WO01123,2024-12,FWDD28X,珠光粉基材,2.8756,2.7387,67.18,-0.03
WO01123,2024-12,FWDD28X,分散剂,10.1402,10.5265,59.26,-0.02
WO01409,2025-04,FWD407,合成云母,3.7187,3.577,71.23,0.1
WO01409,2025-04,FWD407,珠光粉基材,8.46,7.8154,11.77,0.0
WO01409,2025-04,FWD407,色料,7.019,6.5511,50.65,-0.01
WO00555,2025-01,BHC89237BG,色料,11.2775,11.7071,43.27,0.13
WO00555,2025-01,BHC89237BG,珠光粉基材,9.163,9.4248,10.77,-0.07
WO00555,2025-01,BHC89237BG,钛白粉,7.812,7.2168,54.34,-0.08
WO00555,2025-01,BHC89237BG,合成云母,5.6975,5.4804,78.42,0.13
WO01446,2025-04,FWD5871A,分散剂,7.1447,6.5323,7.45,-0.02
WO01446,2025-04,FWD5871A,包装材料,10.8287,10.0036,29.5,0.02
WO02455,2024-12,FWD325,包装材料,2.1313,2.0704,70.42,0.15
WO02455,2024-12,FWD325,分散剂,4.0898,4.0119,32.34,0.0
WO02455,2024-12,FWD325,合成云母,10.0805,10.2725,6.05,0.1
WO02361,2025-02,FWD8205WR,分散剂,0.4061,0.3713,28.35,-0.02
WO02361,2025-02,FWD8205WR,包装材料,0.3784,0.3928,78.75,0.13
WO00694,2025-02,FWD427,包装材料,7.1131,6.6389,58.78,0.14
WO00694,2025-02,FWD427,合成云母,9.1244,8.6899,42.94,-0.01
WO00694,2025-02,FWD427,分散剂,4.9547,4.53,36.23,0.01
WO00694,2025-02,FWD427,云母粉,7.1131,6.9099,35.09,0.01
WO00270,2025-09,BHC9230YBH,包装材料,2.7423,2.7162,34.11,0.1
WO00270,2025-09,BHC9230YBH,云母粉,2.8478,2.6579,45.29,-0.0
WO02219,2025-10,FWD231,合成云母,0.2804,0.283,26.28,-0.08
WO02219,2025-10,FWD231,珠光粉基材,0.3785,0.3677,17.08,-0.06
WO00940,2025-11,FWD436 ,分散剂,10.5731,10.8752,23.23,-0.03
WO00940,2025-11,FWD436 ,合成云母,9.2696,9.1813,25.84,0.01
WO00940,2025-11,FWD436 ,云母粉,6.6625,6.0914,61.35,-0.07
WO00319,2025-09,FWDD28L,云母粉,0.191,0.191,18.69,-0.1
WO00319,2025-09,FWDD28L,色料,2.7006,2.4691,45.46,-0.08
WO00319,2025-09,FWDD28L,分散剂,1.4458,1.5009,55.38,0.05
WO00319,2025-09,FWDD28L,珠光粉基材,1.8959,1.8598,17.87,0.01
WO01615,2025-06,FWD3504,分散剂,2.0127,1.9552,57.49,0.12
WO01615,2025-06,FWD3504,钛白粉,0.9242,0.845,31.55,-0.09
WO01052,2025-08,FWD5872A,钛白粉,3.1952,3.2256,45.52,-0.07
WO01052,2025-08,FWD5872A,包装材料,1.6607,1.6448,16.25,0.03
WO01052,2025-08,FWD5872A,珠光粉基材,1.1351,1.1784,11.2,0.04
WO01052,2025-08,FWD5872A,合成云母,0.6306,0.6126,32.06,0.07
WO00815,2025-07,FWD5893,合成云母,2.3707,2.3481,62.38,-0.06
WO00815,2025-07,FWD5893,钛白粉,1.0139,1.0428,45.59,-0.08
WO00815,2025-07,FWD5893,云母粉,0.9095,0.9095,11.51,0.04
WO00815,2025-07,FWD5893,分散剂,0.5964,0.6078,45.82,0.09
WO00682,2025-08,FWD415Y,钛白粉,6.5804,6.1417,31.28,0.02
WO00682,2025-08,FWD415Y,珠光粉基材,2.5942,2.6436,58.79,-0.08
WO00682,2025-08,FWD415Y,色料,4.6189,4.7509,27.78,-0.09
WO00682,2025-08,FWD415Y,包装材料,4.2393,3.8759,50.05,0.15
WO01924,2025-09,FWD6205,色料,9.9665,9.7767,54.11,0.1
WO01924,2025-09,FWD6205,云母粉,15.8816,15.1253,70.53,0.08
WO02245,2025-07,FWD417,珠光粉基材,6.2854,6.465,44.35,0.15
WO02245,2025-07,FWD417,云母粉,6.1981,6.3161,73.22,0.14
WO02249,2024-12,FWD6601A,包装材料,2.9638,2.8792,48.23,-0.02
WO02249,2024-12,FWD6601A,珠光粉基材,1.4598,1.432,48.19,-0.1
WO02249,2024-12,FWD6601A,色料,4.7333,4.553,10.99,0.01
WO00348,2025-11,FWD6224,色料,7.6798,7.3141,41.18,0.06
WO00348,2025-11,FWD6224,合成云母,9.7743,9.402,46.86,-0.03
WO00348,2025-11,FWD6224,包装材料,7.3307,7.1911,63.38,0.02
WO00717,2025-05,FWD413,分散剂,5.969,5.4006,27.08,0.12
WO00717,2025-05,FWD413,珠光粉基材,1.4451,1.5002,74.66,-0.1
WO00717,2025-05,FWD413,云母粉,12.3779,12.7316,13.94,0.09
WO00717,2025-05,FWD413,包装材料,1.0681,0.9766,17.62,-0.1
WO02058,2025-04,FWD152,钛白粉,1.6311,1.4913,20.58,-0.1
WO02058,2025-04,FWD152,色料,1.0229,1.0521,42.26,0.03
WO02058,2025-04,FWD152,合成云母,5.4187,5.2123,14.92,0.14
WO02058,2025-04,FWD152,珠光粉基材,4.8934,4.8468,70.72,-0.05
WO00385,2025-09,FWDV095B,钛白粉,8.9882,8.9026,20.69,0.1
WO00385,2025-09,FWDV095B,色料,3.5136,3.6474,66.68,-0.05
WO00385,2025-09,FWDV095B,云母粉,6.21,5.8552,10.53,-0.09
WO01546,2025-09,FWD5871C,分散剂,2.1396,1.9766,36.2,-0.08
WO01546,2025-09,FWD5871C,珠光粉基材,0.3709,0.3815,51.3,0.11
WO01546,2025-09,FWD5871C,包装材料,4.479,4.0524,17.33,-0.06
WO01546,2025-09,FWD5871C,色料,3.6516,3.4082,55.67,-0.02
WO00250,2025-02,FWD524,色料,6.2165,6.2757,6.87,0.07
WO00250,2025-02,FWD524,珠光粉基材,1.3395,1.3777,27.0,0.14
WO00250,2025-02,FWD524,包装材料,4.4649,4.55,17.0,0.03
WO01256,2024-11,FWD522WR,钛白粉,1.8529,1.7823,42.31,-0.01
WO01256,2024-11,FWD522WR,云母粉,0.9712,0.9342,78.62,0.11
WO01256,2024-11,FWD522WR,珠光粉基材,1.2651,1.3012,43.68,-0.06
WO01474,2025-04,FWD7322,云母粉,3.3555,3.3875,22.43,-0.06
WO01474,2025-04,FWD7322,钛白粉,1.0846,1.0226,71.31,0.05
WO01474,2025-04,FWD7322,色料,2.0336,1.9368,36.04,0.13
WO01474,2025-04,FWD7322,合成云母,1.6608,1.6924,40.01,0.04
WO01212,2024-11,FWD6224,包装材料,6.2617,5.9039,38.37,0.15
WO01212,2024-11,FWD6224,钛白粉,0.4874,0.4967,7.66,-0.1
WO01535,2025-08,FWD351,钛白粉,0.9316,0.8606,43.91,0.03
WO01535,2025-08,FWD351,珠光粉基材,2.945,2.6926,48.61,0.06
WO01535,2025-08,FWD351,色料,3.7263,3.6199,52.07,-0.0
WO01535,2025-08,FWD351,合成云母,5.4092,5.2546,67.46,0.0
WO02337,2025-11,FWD6307A,钛白粉,4.4391,4.4391,5.2,-0.04
WO02337,2025-11,FWD6307A,合成云母,7.24,7.4468,38.77,-0.06
WO02337,2025-11,FWD6307A,云母粉,0.4228,0.3946,40.11,0.13
WO02337,2025-11,FWD6307A,珠光粉基材,2.9066,2.6297,37.82,0.06
WO00052,2025-02,FWD6504T,色料,0.2171,0.1985,12.96,-0.04
WO00052,2025-02,FWD6504T,云母粉,5.0756,5.269,64.47,0.06
WO02144,2024-11,FWD302,珠光粉基材,1.9379,1.9379,42.96,-0.05
WO02144,2024-11,FWD302,包装材料,5.6199,5.6199,69.25,-0.09
WO02144,2024-11,FWD302,分散剂,8.7205,8.2221,20.95,-0.1
WO02090,2025-01,FWD421,珠光粉基材,6.2807,6.5797,45.3,-0.09
WO02090,2025-01,FWD421,钛白粉,0.9875,0.9405,40.84,0.07
WO02090,2025-01,FWD421,包装材料,1.3825,1.3562,36.4,0.12
WO02090,2025-01,FWD421,分散剂,1.4615,1.3223,60.08,-0.1
WO00489,2025-04,BHC89232BR,云母粉,0.5055,0.5103,69.23,-0.05
WO00489,2025-04,BHC89232BR,包装材料,0.9379,0.8664,24.02,0.08
WO00489,2025-04,BHC89232BR,合成云母,1.0353,1.0353,10.16,0.11
WO02264,2025-11,FWD304,钛白粉,2.6979,2.441,16.11,0.11
WO02264,2025-11,FWD304,色料,6.1015,5.6947,31.45,0.08
WO02264,2025-11,FWD304,云母粉,5.9769,5.8631,40.1,0.08
WO02264,2025-11,FWD304,分散剂,2.0753,2.0951,53.27,0.09
WO01104,2025-04,FWD534,合成云母,5.1956,5.245,70.27,0.05
WO01104,2025-04,FWD534,钛白粉,0.7422,0.7776,38.52,0.05
WO01559,2025-09,FWDD29M,分散剂,4.9942,4.8515,74.65,0.07
WO01559,2025-09,FWDD29M,珠光粉基材,5.1005,4.809,29.24,-0.06
WO01559,2025-09,FWDD29M,钛白粉,3.8254,3.7525,70.65,-0.06
WO01559,2025-09,FWDD29M,包装材料,0.7438,0.7297,60.08,-0.03
WO01826,2025-11,FWD419B,云母粉,2.1474,2.127,18.91,0.14
WO01826,2025-11,FWD419B,分散剂,6.2727,6.3922,39.12,-0.09
WO01216,2025-05,FWD6224,钛白粉,12.4939,12.2559,77.0,-0.0
WO01216,2025-05,FWD6224,合成云母,10.5611,10.1588,60.45,0.09
WO01216,2025-05,FWD6224,珠光粉基材,4.4868,4.2304,58.07,0.11
WO01260,2025-10,BHC89233BR,分散剂,3.4644,3.3654,60.44,0.11
WO01260,2025-10,BHC89233BR,云母粉,1.822,1.8741,49.17,0.02
WO01260,2025-10,BHC89233BR,色料,2.2326,2.1688,62.37,-0.03
WO01260,2025-10,BHC89233BR,包装材料,4.9784,4.5991,63.21,0.1
WO02285,2025-08,FWD323,云母粉,1.4953,1.5238,16.78,0.03
WO02285,2025-08,FWD323,分散剂,1.9395,1.921,12.41,-0.01
WO02285,2025-08,FWD323,色料,0.7551,0.7263,74.22,0.13
WO01291,2025-05,FWD491,珠光粉基材,5.022,4.6394,7.9,0.08
WO01291,2025-05,FWD491,云母粉,4.8164,4.954,29.21,-0.04
WO02184,2025-03,FWD502WR,钛白粉,10.1553,10.4455,66.92,0.04
WO02184,2025-03,FWD502WR,色料,2.3755,2.2398,67.55,-0.08
WO02184,2025-03,FWD502WR,合成云母,10.868,10.04,41.27,0.1
WO02184,2025-03,FWD502WR,云母粉,2.0786,1.9598,16.23,-0.09
WO01042,2025-11,FWDD27X,珠光粉基材,1.2025,1.2369,36.01,-0.09
WO01042,2025-11,FWDD27X,云母粉,0.5261,0.476,67.75,0.12
WO01042,2025-11,FWDD27X,钛白粉,1.879,1.8432,62.61,0.09
WO00508,2024-12,FWD5516,云母粉,3.5603,3.4246,63.93,-0.04
WO00508,2024-12,FWD5516,珠光粉基材,1.3629,1.4019,59.1,-0.03
WO00508,2024-12,FWD5516,合成云母,1.502,1.5306,11.76,-0.01
WO00508,2024-12,FWD5516,色料,2.698,2.8008,26.87,-0.06
WO00021,2025-10,FWDD10M,珠光粉基材,2.3337,2.1782,15.56,-0.05
WO00021,2025-10,FWDD10M,钛白粉,2.4534,2.5002,60.29,-0.03
WO00021,2025-10,FWDD10M,分散剂,6.343,5.8597,36.84,0.14
WO02445,2025-07,FWD5891,色料,6.1446,6.1446,34.97,0.14
WO02445,2025-07,FWD5891,钛白粉,7.2857,6.7306,69.78,0.14
WO02445,2025-07,FWD5891,珠光粉基材,5.2668,5.3671,21.8,0.08
WO01612,2024-11,FWD201,钛白粉,4.9144,4.54,73.05,-0.05
WO01612,2024-11,FWD201,包装材料,1.7527,1.7193,36.95,-0.05
WO02310,2025-08,FWD436 ,色料,4.0379,3.8071,47.72,0.02
WO02310,2025-08,FWD436 ,合成云母,1.3606,1.3995,71.98,-0.1
WO02310,2025-08,FWD436 ,包装材料,2.6773,2.5498,73.14,0.06
WO02310,2025-08,FWD436 ,钛白粉,5.3107,5.1084,39.07,0.05
WO01670,2024-12,BHC9225BMTH,包装材料,4.9688,4.6849,25.68,-0.1
WO01670,2024-12,BHC9225BMTH,珠光粉基材,3.5456,3.6131,74.77,0.1
WO00189,2024-12,FWD323WR,珠光粉基材,11.477,11.0398,13.95,0.01
WO00189,2024-12,FWD323WR,分散剂,10.6244,9.7138,33.31,-0.04
WO00189,2024-12,FWD323WR,钛白粉,10.2309,9.9386,26.74,0.14
WO00189,2024-12,FWD323WR,云母粉,1.9675,2.005,22.66,-0.04
WO02141,2025-09,FWD307,云母粉,8.9082,8.7385,29.17,0.01
WO02141,2025-09,FWD307,珠光粉基材,5.1965,5.0975,59.67,-0.05
WO02141,2025-09,FWD307,钛白粉,2.8103,2.9174,6.63,0.05
WO02141,2025-09,FWD307,分散剂,9.1733,8.8239,56.41,-0.02
WO01703,2025-06,FWD520WR,珠光粉基材,0.2786,0.2812,11.76,0.09
WO01703,2025-06,FWD520WR,色料,1.165,1.1095,12.25,0.02
WO01703,2025-06,FWD520WR,包装材料,0.5403,0.5146,26.6,0.01
WO01703,2025-06,FWD520WR,分散剂,1.5787,1.4884,76.65,0.06
WO02174,2025-05,FWD410,云母粉,1.4657,1.5355,19.83,-0.01
WO02174,2025-05,FWD410,珠光粉基材,2.465,2.465,70.26,0.11
WO02174,2025-05,FWD410,钛白粉,0.3598,0.3769,5.04,-0.09
WO02174,2025-05,FWD410,包装材料,1.3724,1.2679,70.47,0.1
WO00237,2025-07,FWDD21X,分散剂,0.0421,0.0429,5.35,-0.04
WO00237,2025-07,FWDD21X,合成云母,0.2747,0.2617,70.05,-0.03
WO00237,2025-07,FWDD21X,色料,0.1794,0.176,53.79,0.1
WO00237,2025-07,FWDD21X,云母粉,0.2467,0.2279,65.69,0.06
WO01582,2024-11,FWD153,云母粉,0.8475,0.7829,12.32,0.02
WO01582,2024-11,FWD153,包装材料,10.2905,9.8005,50.27,0.03
WO01582,2024-11,FWD153,钛白粉,2.4818,2.6,54.14,-0.04
WO01582,2024-11,FWD153,分散剂,0.7869,0.727,73.79,-0.06
WO01540,2025-06,BHC5518,色料,3.207,3.0848,13.36,-0.01
WO01540,2025-06,BHC5518,珠光粉基材,10.8807,11.2952,21.75,0.14
WO01792,2024-11,FWD6235,合成云母,10.5596,9.8556,67.19,-0.04
WO01792,2024-11,FWD6235,分散剂,6.3231,6.5038,75.58,-0.06
WO01737,2024-10,FWD530,珠光粉基材,0.8293,0.7977,17.55,-0.06
WO01737,2024-10,FWD530,色料,7.3258,7.3955,36.12,-0.07
WO01737,2024-10,FWD530,分散剂,8.9384,8.9384,36.6,0.13
WO00930,2025-04,FWD403,珠光粉基材,0.5171,0.5368,23.84,0.01
WO00930,2025-04,FWD403,分散剂,0.9049,0.8963,20.68,-0.08
WO00930,2025-04,FWD403,包装材料,0.4417,0.4249,58.55,0.09
WO00930,2025-04,FWD403,合成云母,0.2262,0.2176,57.79,0.03
WO00677,2025-06,FWDV040B,分散剂,7.6813,7.2424,69.51,0.04
WO00677,2025-06,FWDV040B,云母粉,2.321,2.4094,74.4,-0.03
WO00168,2025-03,BHC9230YBH,分散剂,7.7162,7.9367,74.89,0.03
WO00168,2025-03,BHC9230YBH,色料,3.0865,2.8219,65.84,0.04
WO00168,2025-03,BHC9230YBH,云母粉,4.1976,4.0777,48.64,-0.01
WO01621,2025-10,FWD5516,珠光粉基材,0.6478,0.6293,46.19,-0.09
WO01621,2025-10,FWD5516,钛白粉,1.1179,1.086,41.51,0.14
WO01621,2025-10,FWD5516,合成云母,0.3726,0.3549,15.97,-0.07
WO01588,2025-07,FWD410,分散剂,13.9024,12.5784,77.54,0.05
WO01588,2025-07,FWD410,包装材料,9.1036,9.277,27.62,0.05
WO01290,2025-03,BHC9232MGH,合成云母,3.3721,3.4043,46.06,-0.03
WO01290,2025-03,BHC9232MGH,色料,0.4598,0.4204,10.3,0.11
WO01455,2024-10,FWD6881,合成云母,3.2012,3.2012,21.22,0.13
WO01455,2024-10,FWD6881,包装材料,0.9604,0.8963,35.29,-0.06
WO01648,2024-12,FWD5800,云母粉,7.3169,7.3866,6.51,-0.0
WO01648,2024-12,FWD5800,钛白粉,5.4153,5.5185,54.68,-0.05
WO00048,2025-03,FWD436 ,色料,0.7527,0.7026,66.24,0.1
WO00048,2025-03,FWD436 ,合成云母,0.1124,0.1134,53.75,0.08
WO00048,2025-03,FWD436 ,包装材料,0.0955,0.0964,27.59,0.15
WO00048,2025-03,FWD436 ,分散剂,0.1404,0.1378,32.15,0.15
WO01543,2025-02,FWD6910,钛白粉,10.685,10.9903,56.2,0.0
WO01543,2025-02,FWD6910,合成云母,2.0849,1.9459,37.24,0.09
WO01543,2025-02,FWD6910,包装材料,2.15,2.0886,32.89,0.12
WO01543,2025-02,FWD6910,云母粉,6.7759,6.3241,29.24,0.06
WO01501,2025-02,FWD525WR,钛白粉,0.3805,0.3552,29.88,0.08
WO01501,2025-02,FWD525WR,分散剂,2.2578,2.1932,51.07,-0.02
WO01501,2025-02,FWD525WR,色料,1.3699,1.3699,31.87,0.07
WO01501,2025-02,FWD525WR,珠光粉基材,2.41,2.2263,48.93,0.08
WO00660,2024-12,FWD225WR,珠光粉基材,2.3621,2.2271,5.48,0.04
WO00660,2024-12,FWD225WR,分散剂,3.2075,3.2686,64.12,0.11
