wo_id,month,plan_date,complete_date,sku,production_line,plan_qty,actual_qty,efficiency,scrap_qty,status,shift
WO00257,2024-10,2024-10-09,2024-10-20,FWD103TWR,产线-02,7005,6795,0.97,41,计划,早班
WO00258,2025-04,2025-04-11,2025-04-14,BHC9323PG,产线-03,7890,7417,0.94,28,已完成,早班
WO00259,2025-03,2025-03-20,2025-03-22,FWD530,产线-07,1202,1118,0.93,24,已完成,中班
WO00260,2024-10,2024-10-11,2024-10-16,BHC9327GP,产线-03,6445,5929,0.92,42,计划,夜班
WO00261,2025-02,2025-02-15,2025-02-16,FWD351,产线-07,4709,3956,0.84,75,已完成,夜班
WO00262,2025-08,2025-08-28,2025-09-10,FWD235WR,产线-02,2178,1830,0.84,20,计划,早班
WO00263,2025-05,2025-05-06,2025-05-17,FWDV015,产线-02,3782,3782,1.0,52,已完成,夜班
WO00264,2025-11,2025-11-11,2025-11-25,FWD300WR,产线-06,3363,2791,0.83,61,计划,早班
WO00265,2025-04,2025-04-12,2025-04-25,FWD5870D,产线-01,3971,3812,0.96,18,计划,夜班
WO00266,2024-12,2024-12-27,2025-01-10,FWD411,产线-02,2468,1999,0.81,2,已完成,夜班
WO00267,2025-10,2025-10-22,2025-10-30,FWD215,产线-03,1637,1375,0.84,26,生产中,夜班
WO00268,2025-08,2025-08-04,2025-08-18,FWD400B,产线-06,7306,6722,0.92,124,已完成,中班
WO00269,2025-03,2025-03-06,2025-03-18,FWD323M,产线-04,7940,7384,0.93,111,已完成,夜班
WO00270,2025-09,2025-09-28,2025-10-02,BHC9230YBH,产线-05,1511,1435,0.95,6,已完成,中班
WO00271,2025-08,2025-08-18,2025-08-19,FWD205,产线-07,5563,4729,0.85,97,已完成,夜班
WO00272,2025-06,2025-06-13,2025-06-22,FWD6840,产线-04,826,719,0.87,10,计划,夜班
WO00273,2025-08,2025-08-04,2025-08-14,FWD289,产线-03,2716,2662,0.98,18,已完成,中班
WO00274,2025-10,2025-10-24,2025-11-01,FWD5892,产线-01,7157,6728,0.94,11,生产中,中班
WO00275,2024-12,2024-12-06,2024-12-18,FWD425B,产线-02,4198,3778,0.9,1,已完成,早班
WO00276,2025-08,2025-08-16,2025-08-19,FWD307,产线-01,2692,2288,0.85,21,生产中,夜班
WO00277,2025-09,2025-09-02,2025-09-15,FWD351WR,产线-02,7268,7268,1.0,102,已完成,中班
WO00278,2025-02,2025-02-10,2025-02-13,FWDD21X,产线-02,1168,958,0.82,14,已完成,夜班
WO00279,2025-10,2025-10-17,2025-10-28,FWDV150,产线-06,5486,4718,0.86,3,已完成,早班
WO00280,2025-05,2025-05-18,2025-05-20,FWD6601A,产线-06,2033,1891,0.93,9,已完成,中班
WO00281,2025-09,2025-09-23,2025-09-27,BHC9225BMTH,产线-03,5141,4884,0.95,83,已完成,早班
WO00282,2025-07,2025-07-02,2025-07-07,FWD259,产线-01,2046,1698,0.83,28,已完成,夜班
WO00283,2025-10,2025-10-22,2025-10-31,FWD508WR,产线-06,1081,897,0.83,9,已完成,中班
WO00284,2024-10,2024-10-06,2024-10-20,FWD6504A,产线-06,378,348,0.92,5,生产中,中班
WO00285,2025-09,2025-09-14,2025-09-24,FWD123,产线-05,1813,1777,0.98,15,已完成,早班
WO00286,2025-08,2025-08-14,2025-08-22,FWD323WR,产线-06,4762,3952,0.83,21,生产中,中班
WO00287,2025-01,2025-01-05,2025-01-16,FWD325,产线-04,6286,5092,0.81,38,已完成,夜班
WO00288,2024-12,2024-12-23,2024-12-27,BHC9227GOH,产线-08,3949,3238,0.82,33,已完成,早班
WO00289,2024-12,2024-12-04,2024-12-08,FWD353,产线-02,7571,6511,0.86,94,计划,中班
WO00290,2025-02,2025-02-20,2025-02-27,FWD211WR,产线-05,4057,3692,0.91,25,计划,早班
WO00291,2025-01,2025-01-06,2025-01-11,FWD5800D,产线-06,6842,6021,0.88,14,计划,早班
WO00292,2025-03,2025-03-09,2025-03-18,FWD6005T,产线-05,7509,7509,1.0,89,已完成,早班
WO00293,2025-07,2025-07-04,2025-07-10,BHC9321RY,产线-08,5540,5097,0.92,5,计划,中班
WO00294,2024-12,2024-12-14,2024-12-25,FWD510,产线-08,1912,1683,0.88,17,已完成,早班
WO00295,2025-03,2025-03-18,2025-03-25,FWD6018T,产线-06,2780,2335,0.84,1,已完成,夜班
WO00296,2025-07,2025-07-17,2025-07-28,FWDD23X,产线-06,7776,6532,0.84,122,已完成,夜班
WO00297,2025-06,2025-06-22,2025-06-27,FWD508WR,产线-07,3852,3775,0.98,41,已完成,夜班
WO00298,2025-04,2025-04-18,2025-04-23,FWD3500,产线-03,1913,1798,0.94,17,生产中,夜班
WO00299,2025-10,2025-10-14,2025-10-19,FWD6003,产线-05,943,924,0.98,7,计划,早班
WO00300,2025-01,2025-01-12,2025-01-22,FWDV015,产线-05,415,365,0.88,4,已完成,中班
WO00301,2025-11,2025-11-18,2025-11-20,FWD502WR,产线-05,5682,5398,0.95,77,已完成,夜班
WO00302,2025-08,2025-08-11,2025-08-21,BHC9325BR,产线-01,7208,6199,0.86,115,已完成,中班
WO00303,2025-07,2025-07-14,2025-07-17,FWD289,产线-08,5975,5198,0.87,81,已完成,夜班
WO00304,2024-11,2024-11-04,2024-11-15,BHC9326BM ,产线-07,4247,4077,0.96,36,计划,夜班
WO00305,2025-09,2025-09-13,2025-09-25,FWDD23M,产线-05,2743,2606,0.95,38,已完成,早班
WO00306,2025-08,2025-08-10,2025-08-16,FWD7305WR,产线-01,4253,3700,0.87,32,已完成,夜班
WO00307,2025-10,2025-10-20,2025-11-01,FWD429,产线-07,5660,5377,0.95,35,已完成,中班
WO00308,2025-07,2025-07-21,2025-07-27,FWD7331,产线-06,498,413,0.83,5,已完成,中班
WO00309,2024-11,2024-11-14,2024-11-24,FWDD10M,产线-05,1161,964,0.83,0,已完成,中班
WO00310,2025-07,2025-07-23,2025-08-02,FWD7352,产线-04,3226,2807,0.87,32,已完成,中班
WO00311,2024-10,2024-10-06,2024-10-07,FWD5890,产线-03,2552,2475,0.97,32,已完成,中班
WO00312,2025-07,2025-07-14,2025-07-15,FWD215,产线-04,6114,5197,0.85,122,生产中,中班
WO00313,2024-11,2024-11-16,2024-11-24,FWD301,产线-05,1636,1636,1.0,30,生产中,夜班
WO00314,2024-10,2024-10-20,2024-11-01,FWD219,产线-02,3406,2725,0.8,45,计划,早班
WO00315,2025-10,2025-10-06,2025-10-14,FWD221,产线-05,5374,4837,0.9,57,计划,夜班
WO00316,2025-08,2025-08-07,2025-08-08,FWD415Y,产线-05,1247,998,0.8,4,生产中,夜班
WO00317,2025-10,2025-10-25,2025-11-01,FWD6810,产线-03,5940,4990,0.84,50,已完成,夜班
WO00318,2025-02,2025-02-15,2025-02-16,FWD5872A,产线-04,3774,3585,0.95,63,已完成,夜班
WO00319,2025-09,2025-09-22,2025-09-26,FWDD28L,产线-04,1584,1299,0.82,17,已完成,早班
WO00320,2025-05,2025-05-08,2025-05-20,FWD530,产线-02,1197,970,0.81,10,已完成,夜班
WO00321,2025-10,2025-10-01,2025-10-06,FWD235WR,产线-04,6007,5707,0.95,60,生产中,早班
WO00322,2025-08,2025-08-06,2025-08-07,FWD503,产线-02,4272,4229,0.99,0,已完成,夜班
WO00323,2025-10,2025-10-11,2025-10-21,HM010AS,产线-03,4697,3805,0.81,49,已完成,中班
WO00324,2025-04,2025-04-25,2025-05-04,FWD201,产线-05,2766,2434,0.88,9,计划,中班
WO00325,2024-10,2024-10-07,2024-10-13,FWD6003,产线-07,4567,4156,0.91,60,已完成,中班
WO00326,2025-04,2025-04-11,2025-04-19,FWD6003T,产线-04,1927,1869,0.97,23,已完成,夜班
WO00327,2024-11,2024-11-25,2024-11-27,FWD001,产线-01,7112,6116,0.86,66,生产中,早班
WO00328,2025-06,2025-06-18,2025-06-22,FWD330,产线-01,2077,1662,0.8,6,已完成,早班
WO00329,2025-05,2025-05-09,2025-05-15,FWD6235,产线-01,4248,3441,0.81,77,计划,中班
WO00330,2025-08,2025-08-24,2025-08-31,FWD520,产线-02,3426,3049,0.89,47,已完成,中班
WO00331,2025-04,2025-04-27,2025-05-11,FWD901KSW,产线-08,6186,6062,0.98,115,生产中,早班
WO00332,2025-06,2025-06-11,2025-06-15,FWDV080B,产线-07,4123,3834,0.93,52,已完成,中班
WO00333,2024-10,2024-10-06,2024-10-11,FWDD21M,产线-02,6454,6131,0.95,21,计划,中班
WO00334,2025-11,2025-11-08,2025-11-11,FWD6885,产线-04,4415,3576,0.81,71,已完成,早班
WO00335,2025-11,2025-11-04,2025-11-05,FWDD28X,产线-08,2414,1979,0.82,33,已完成,夜班
WO00336,2025-07,2025-07-28,2025-07-30,FWD6003TWR,产线-07,2391,2271,0.95,20,已完成,早班
WO00337,2025-08,2025-08-09,2025-08-17,FWD411,产线-02,4493,4493,1.0,43,已完成,早班
WO00338,2025-10,2025-10-07,2025-10-19,FWDV060B,产线-01,5035,4683,0.93,15,已完成,中班
WO00339,2025-06,2025-06-05,2025-06-13,FWD6860,产线-01,821,747,0.91,12,已完成,夜班
WO00340,2024-12,2024-12-24,2024-12-28,FWD5870D,产线-06,1582,1281,0.81,25,已完成,早班
WO00341,2024-12,2024-12-22,2025-01-01,FWD6840,产线-05,5539,5484,0.99,107,已完成,早班
WO00342,2025-01,2025-01-21,2025-01-30,BHC9275BOH,产线-05,782,774,0.99,9,生产中,夜班
WO00343,2025-09,2025-09-22,2025-10-04,FWD6003TWR,产线-02,7412,6893,0.93,126,已完成,早班
WO00344,2025-08,2025-08-06,2025-08-18,FWD153,产线-02,903,786,0.87,6,计划,夜班
WO00345,2025-02,2025-02-27,2025-03-05,FWDV150B,产线-05,6302,5609,0.89,44,生产中,中班
WO00346,2024-12,2024-12-03,2024-12-14,FWDD27L,产线-03,5957,5540,0.93,3,生产中,夜班
WO00347,2024-11,2024-11-28,2024-12-10,FWD221WR,产线-07,307,304,0.99,0,已完成,夜班
WO00348,2025-11,2025-11-15,2025-11-27,FWD6224,产线-04,6519,5541,0.85,82,生产中,早班
WO00349,2025-09,2025-09-03,2025-09-04,FWD403,产线-04,6695,6494,0.97,79,生产中,中班
WO00350,2025-09,2025-09-02,2025-09-05,BHC9233POH,产线-01,2498,2223,0.89,10,已完成,夜班
WO00351,2025-06,2025-06-27,2025-07-01,BHC9230YBH,产线-04,7935,6507,0.82,114,已完成,夜班
WO00352,2025-07,2025-07-18,2025-07-25,FWD6830,产线-03,1148,1045,0.91,4,已完成,早班
WO00353,2025-06,2025-06-24,2025-07-06,FWD6910,产线-05,919,891,0.97,1,计划,早班
WO00354,2024-10,2024-10-14,2024-10-24,FWD6500,产线-03,7670,7363,0.96,123,已完成,夜班
WO00355,2024-11,2024-11-09,2024-11-16,FWD6018T,产线-05,6967,6270,0.9,101,已完成,中班
WO00356,2025-10,2025-10-16,2025-10-19,FWD5890,产线-05,938,797,0.85,12,已完成,早班
WO00357,2024-10,2024-10-16,2024-10-20,FWD299,产线-03,1239,1103,0.89,23,已完成,中班
WO00358,2025-07,2025-07-28,2025-08-04,FWD323,产线-05,7890,7574,0.96,100,计划,中班
WO00359,2025-04,2025-04-04,2025-04-15,FWD6602,产线-07,2311,2288,0.99,41,已完成,中班
WO00360,2025-01,2025-01-07,2025-01-19,FWD111,产线-04,6295,5728,0.91,28,已完成,早班
WO00361,2025-07,2025-07-18,2025-07-27,FWD3504,产线-07,5070,4867,0.96,101,已完成,中班
WO00362,2025-05,2025-05-10,2025-05-15,FWD403,产线-02,2571,2160,0.84,41,已完成,夜班
WO00363,2025-02,2025-02-13,2025-02-24,FWD508,产线-03,6929,6860,0.99,3,已完成,早班
WO00364,2025-05,2025-05-05,2025-05-13,FWD400B,产线-02,1662,1546,0.93,26,已完成,夜班
WO00365,2025-06,2025-06-21,2025-07-02,HC010AS,产线-04,6464,5818,0.9,57,生产中,早班
WO00366,2025-10,2025-10-06,2025-10-12,FWD5518,产线-06,454,436,0.96,3,计划,中班
WO00367,2025-03,2025-03-25,2025-03-26,FWD502,产线-08,5642,5529,0.98,68,生产中,中班
WO00368,2025-08,2025-08-25,2025-08-30,FWD249,产线-07,3610,2924,0.81,68,计划,早班
WO00369,2025-08,2025-08-03,2025-08-10,BHC9225BMTH,产线-05,2082,1999,0.96,5,计划,夜班
WO00370,2025-10,2025-10-11,2025-10-20,BHC9234BOH,产线-04,3212,3148,0.98,12,生产中,中班
WO00371,2025-08,2025-08-02,2025-08-16,BHC5518,产线-06,5364,5257,0.98,52,已完成,中班
WO00372,2025-06,2025-06-26,2025-07-07,FWD300,产线-04,4567,3654,0.8,79,已完成,早班
WO00373,2025-02,2025-02-20,2025-03-04,FWD901KSW,产线-02,2157,1963,0.91,14,已完成,中班
WO00374,2025-01,2025-01-19,2025-02-01,FWD5519,产线-07,1153,1003,0.87,15,已完成,早班
WO00375,2025-03,2025-03-20,2025-03-25,FWDD29L,产线-08,2345,2322,0.99,22,已完成,夜班
WO00376,2025-04,2025-04-24,2025-05-07,FWD402,产线-04,1498,1468,0.98,29,已完成,夜班
WO00377,2025-08,2025-08-27,2025-09-03,FWD110,产线-03,4149,3942,0.95,1,已完成,早班
WO00378,2025-03,2025-03-11,2025-03-24,FWD221,产线-02,5461,4915,0.9,85,计划,早班
WO00379,2025-09,2025-09-26,2025-10-09,FWD306WR,产线-04,6968,6132,0.88,31,已完成,早班
WO00380,2025-09,2025-09-05,2025-09-19,FWD6002T,产线-02,4573,3887,0.85,0,计划,早班
WO00381,2025-08,2025-08-13,2025-08-16,FWDD25L,产线-02,6739,6604,0.98,35,已完成,夜班
WO00382,2025-08,2025-08-20,2025-08-31,FWD216,产线-01,306,282,0.92,0,已完成,夜班
WO00383,2024-11,2024-11-08,2024-11-12,FWD249,产线-02,6524,5415,0.83,38,计划,夜班
WO00384,2024-10,2024-10-23,2024-11-04,FWD491,产线-08,2295,2043,0.89,0,已完成,早班
WO00385,2025-09,2025-09-21,2025-10-04,FWDV095B,产线-06,7941,7782,0.98,18,已完成,早班
WO00386,2025-03,2025-03-22,2025-03-28,FWD6018T,产线-01,7477,6056,0.81,56,已完成,中班
WO00387,2025-03,2025-03-17,2025-03-29,FWD123TS,产线-03,2824,2457,0.87,52,已完成,早班
WO00388,2025-09,2025-09-14,2025-09-16,FWD173,产线-04,472,406,0.86,7,已完成,早班
WO00389,2025-06,2025-06-14,2025-06-27,FWD215,产线-05,6590,6326,0.96,83,已完成,早班
WO00390,2025-04,2025-04-23,2025-05-01,BHC89233BR,产线-05,3659,3110,0.85,38,已完成,中班
WO00391,2025-09,2025-09-13,2025-09-23,FWD421,产线-06,7140,5855,0.82,71,已完成,中班
WO00392,2024-12,2024-12-18,2024-12-28,FWD355,产线-05,6819,6069,0.89,133,计划,早班
WO00393,2025-08,2025-08-23,2025-08-28,FWD323,产线-06,7401,7031,0.95,124,计划,早班
WO00394,2025-07,2025-07-28,2025-07-31,FWD205WR,产线-05,1345,1237,0.92,15,已完成,中班
WO00395,2025-08,2025-08-16,2025-08-17,FWD508WR,产线-06,1049,850,0.81,2,计划,早班
WO00396,2025-10,2025-10-28,2025-11-06,FWD235,产线-05,7666,7129,0.93,61,计划,夜班
WO00397,2025-04,2025-04-19,2025-05-02,FWD401,产线-08,1487,1383,0.93,13,计划,早班
WO00398,2025-02,2025-02-07,2025-02-13,FWD416,产线-04,1119,1097,0.98,1,已完成,夜班
WO00399,2025-03,2025-03-22,2025-04-03,FWD111,产线-03,1457,1457,1.0,29,已完成,夜班
WO00400,2025-04,2025-04-20,2025-04-24,FWDD29X,产线-08,3326,2927,0.88,25,已完成,夜班
WO00401,2025-04,2025-04-05,2025-04-16,FWD306,产线-07,2115,1777,0.84,33,已完成,中班
WO00402,2025-10,2025-10-04,2025-10-08,FWD5519,产线-03,4983,4435,0.89,71,已完成,早班
WO00403,2025-07,2025-07-08,2025-07-11,FWD6163,产线-06,5132,4875,0.95,3,已完成,早班
WO00404,2025-01,2025-01-14,2025-01-21,FWD6504,产线-02,2868,2811,0.98,34,已完成,中班
WO00405,2024-12,2024-12-07,2024-12-10,FWD508WR,产线-01,241,236,0.98,3,计划,夜班
WO00406,2025-11,2025-11-22,2025-12-02,FWD303,产线-01,5548,4882,0.88,99,已完成,夜班
WO00407,2025-10,2025-10-15,2025-10-18,FWD6881,产线-03,1511,1390,0.92,18,计划,夜班
WO00408,2025-09,2025-09-02,2025-09-09,FWD535,产线-07,7425,7202,0.97,125,生产中,早班
WO00409,2025-07,2025-07-28,2025-08-01,FWD509,产线-06,1653,1587,0.96,7,已完成,早班
WO00410,2025-04,2025-04-25,2025-04-29,FWD320,产线-08,4329,4069,0.94,36,已完成,早班
WO00411,2024-11,2024-11-16,2024-11-30,BHC9232MGH,产线-02,797,765,0.96,1,生产中,中班
WO00412,2024-11,2024-11-24,2024-12-08,FWD6303A,产线-06,5917,5266,0.89,107,计划,早班
WO00413,2025-07,2025-07-26,2025-08-09,FWD305,产线-07,5184,4614,0.89,36,计划,早班
WO00414,2025-05,2025-05-08,2025-05-14,FWD5518,产线-02,396,345,0.87,4,已完成,中班
WO00415,2024-10,2024-10-21,2024-10-23,FWD505,产线-06,1398,1146,0.82,20,生产中,夜班
WO00416,2025-03,2025-03-18,2025-03-19,FWD300,产线-07,5226,5121,0.98,57,计划,早班
WO00417,2025-11,2025-11-15,2025-11-22,FWD418B,产线-04,1876,1726,0.92,34,已完成,早班
WO00418,2025-05,2025-05-25,2025-06-03,FWD6300,产线-01,5790,5558,0.96,14,生产中,夜班
WO00419,2025-06,2025-06-17,2025-06-25,FWD417,产线-08,5902,5430,0.92,39,计划,中班
WO00420,2025-04,2025-04-03,2025-04-06,FWD101WR,产线-03,2007,1766,0.88,35,生产中,早班
WO00421,2025-02,2025-02-10,2025-02-23,FWD415Y,产线-02,4616,4108,0.89,72,计划,早班
WO00422,2025-10,2025-10-03,2025-10-06,FWD3302,产线-08,880,827,0.94,16,已完成,夜班
WO00423,2025-09,2025-09-01,2025-09-04,FWD121WR,产线-01,5657,5318,0.94,18,已完成,早班
WO00424,2024-12,2024-12-26,2024-12-31,FWD120,产线-06,2403,2403,1.0,37,计划,早班
WO00425,2025-02,2025-02-16,2025-03-01,FWD421,产线-07,7478,6057,0.81,95,已完成,中班
WO00426,2025-02,2025-02-25,2025-02-28,FWD535,产线-08,4634,4449,0.96,77,生产中,早班
WO00427,2025-11,2025-11-23,2025-12-02,FWD508,产线-07,2010,1749,0.87,5,计划,早班
WO00428,2024-12,2024-12-19,2024-12-21,FWD101WR,产线-07,2545,2087,0.82,24,计划,夜班
WO00429,2025-09,2025-09-20,2025-10-04,FWDD10Y,产线-02,413,376,0.91,6,计划,夜班
WO00430,2024-10,2024-10-27,2024-11-02,FWD205A,产线-03,7213,6203,0.86,40,生产中,中班
WO00431,2024-12,2024-12-18,2024-12-22,FWD6224,产线-06,3408,3374,0.99,29,已完成,早班
WO00432,2025-11,2025-11-09,2025-11-22,FWD4002,产线-05,4238,3433,0.81,13,生产中,中班
WO00433,2025-09,2025-09-24,2025-09-28,FWD6003T,产线-06,2429,2065,0.85,35,已完成,早班
WO00434,2025-02,2025-02-14,2025-02-27,BHC9328GR,产线-05,3805,3615,0.95,40,已完成,中班
WO00435,2025-01,2025-01-16,2025-01-24,FWD217,产线-03,6841,5746,0.84,83,生产中,夜班
WO00436,2025-09,2025-09-18,2025-09-30,FWD6840,产线-08,889,729,0.82,9,计划,中班
WO00437,2025-11,2025-11-08,2025-11-11,FWD6303A,产线-07,6494,5325,0.82,120,已完成,早班
WO00438,2025-05,2025-05-17,2025-05-30,FWD5894,产线-05,4794,3931,0.82,27,已完成,早班
WO00439,2025-06,2025-06-28,2025-07-01,FWD231WR,产线-05,6511,5274,0.81,28,已完成,早班
WO00440,2025-05,2025-05-20,2025-06-03,FWD5895,产线-08,2890,2543,0.88,27,计划,早班
WO00441,2025-11,2025-11-23,2025-11-27,FWDD27M,产线-04,1667,1350,0.81,18,已完成,早班
WO00442,2025-07,2025-07-17,2025-07-30,FWD152WR,产线-02,1373,1346,0.98,18,已完成,夜班
WO00443,2024-12,2024-12-11,2024-12-20,FWD323WR,产线-03,2293,1995,0.87,32,已完成,早班
WO00444,2025-04,2025-04-05,2025-04-12,FWD5519WR,产线-03,1406,1251,0.89,14,计划,早班
WO00445,2025-08,2025-08-11,2025-08-15,FWD522,产线-02,7888,6705,0.85,112,计划,夜班
WO00446,2025-02,2025-02-24,2025-03-09,FWD600,产线-04,3716,3084,0.83,52,已完成,中班
WO00447,2025-07,2025-07-28,2025-08-05,FWD6002,产线-02,218,190,0.87,2,已完成,夜班
WO00448,2024-11,2024-11-05,2024-11-10,FWD103TWR,产线-04,403,347,0.86,5,已完成,中班
WO00449,2025-11,2025-11-13,2025-11-20,FWD524,产线-03,6797,6321,0.93,21,生产中,早班
WO00450,2025-01,2025-01-17,2025-01-18,FWD500WR,产线-04,224,202,0.9,3,已完成,早班
WO00451,2024-11,2024-11-07,2024-11-12,FWD6885,产线-08,1801,1495,0.83,23,已完成,早班
WO00452,2025-02,2025-02-17,2025-03-02,FWD308,产线-01,1726,1709,0.99,28,计划,早班
WO00453,2025-08,2025-08-03,2025-08-17,FWDV155,产线-04,2410,2338,0.97,46,已完成,中班
WO00454,2025-02,2025-02-01,2025-02-03,FWD408,产线-03,289,283,0.98,3,已完成,早班
WO00455,2025-10,2025-10-22,2025-11-04,FWD301,产线-03,7490,6067,0.81,143,计划,早班
WO00456,2025-07,2025-07-28,2025-08-09,FWD407,产线-01,1370,1247,0.91,1,已完成,中班
WO00457,2024-10,2024-10-18,2024-10-28,FWD308,产线-08,3090,3059,0.99,52,已完成,夜班
WO00458,2025-08,2025-08-27,2025-09-03,FWD249,产线-04,2375,2090,0.88,10,已完成,早班
WO00459,2025-04,2025-04-26,2025-04-27,BHC89237BG,产线-02,4520,3797,0.84,48,已完成,早班
WO00460,2025-05,2025-05-08,2025-05-11,FWD520WR,产线-02,6098,4878,0.8,104,已完成,中班
WO00461,2025-10,2025-10-28,2025-11-09,FWDD10X,产线-04,7699,6852,0.89,137,已完成,中班
WO00462,2025-01,2025-01-14,2025-01-17,FWD231,产线-05,3739,3253,0.87,13,已完成,早班
WO00463,2025-04,2025-04-17,2025-05-01,FWD163,产线-08,349,293,0.84,6,生产中,夜班
WO00464,2025-07,2025-07-12,2025-07-21,FWD5519WR,产线-03,560,448,0.8,11,已完成,早班
WO00465,2025-11,2025-11-23,2025-11-25,FWD96107SW,产线-01,4838,4741,0.98,94,已完成,中班
WO00466,2025-11,2025-11-07,2025-11-20,FWD424,产线-03,830,830,1.0,16,已完成,夜班
WO00467,2025-06,2025-06-05,2025-06-10,FWD403,产线-06,6571,5782,0.88,38,生产中,早班
WO00468,2025-02,2025-02-09,2025-02-16,FWD524,产线-08,5599,5375,0.96,60,已完成,中班
WO00469,2025-04,2025-04-11,2025-04-25,FWD211,产线-02,1211,981,0.81,16,已完成,夜班
WO00470,2025-01,2025-01-11,2025-01-23,FWD421,产线-02,3719,3310,0.89,42,已完成,中班
WO00471,2024-10,2024-10-19,2024-10-28,FWD6007,产线-06,7525,6396,0.85,34,生产中,中班
WO00472,2025-04,2025-04-03,2025-04-07,BHC9234BOH,产线-08,3895,3194,0.82,48,生产中,早班
WO00473,2025-10,2025-10-15,2025-10-20,FWD302,产线-03,3849,3079,0.8,41,生产中,早班
WO00474,2025-10,2025-10-09,2025-10-22,FWD504WR,产线-02,7200,6912,0.96,51,已完成,中班
WO00475,2024-12,2024-12-26,2024-12-30,FWDV150,产线-01,3098,2726,0.88,2,计划,早班
WO00476,2025-03,2025-03-04,2025-03-13,FWD289,产线-07,7698,6389,0.83,47,生产中,夜班
WO00477,2025-01,2025-01-21,2025-02-03,FWD5519,产线-05,2063,1836,0.89,31,生产中,中班
WO00478,2025-01,2025-01-08,2025-01-12,FWD6219,产线-03,5566,4898,0.88,80,已完成,夜班
WO00479,2025-10,2025-10-05,2025-10-12,FWD100,产线-07,4606,4238,0.92,33,生产中,夜班
WO00480,2025-03,2025-03-07,2025-03-13,FWD525WR,产线-04,1474,1282,0.87,17,已完成,中班
WO00481,2024-10,2024-10-27,2024-11-08,FWD525,产线-07,3892,3581,0.92,42,已完成,夜班
WO00482,2025-07,2025-07-19,2025-07-31,FWD5800,产线-06,4336,4249,0.98,5,已完成,夜班
WO00483,2024-12,2024-12-22,2024-12-26,FWD6820,产线-08,536,472,0.88,0,生产中,夜班
WO00484,2025-11,2025-11-15,2025-11-16,FWD6504,产线-03,5256,5046,0.96,71,已完成,中班
WO00485,2025-10,2025-10-16,2025-10-24,FWD535,产线-03,5253,5253,1.0,101,已完成,夜班
WO00486,2025-11,2025-11-13,2025-11-16,FWD5519,产线-01,1417,1346,0.95,25,计划,夜班
WO00487,2025-08,2025-08-02,2025-08-06,FWD5800D,产线-06,7568,7114,0.94,141,计划,中班
WO00488,2024-11,2024-11-09,2024-11-11,FWD491,产线-04,6560,6363,0.97,109,已完成,中班
WO00489,2025-04,2025-04-13,2025-04-19,BHC89232BR,产线-05,675,580,0.86,5,已完成,早班
WO00490,2025-06,2025-06-09,2025-06-22,FWD6003,产线-06,6114,5992,0.98,57,计划,夜班
WO00491,2025-06,2025-06-09,2025-06-11,FWD5870C,产线-05,3922,3726,0.95,14,已完成,夜班
WO00492,2025-05,2025-05-01,2025-05-15,FWD6860,产线-02,5518,4801,0.87,110,已完成,中班
WO00493,2025-03,2025-03-08,2025-03-14,FWD6003T,产线-04,519,446,0.86,5,生产中,中班
WO00494,2025-09,2025-09-12,2025-09-26,FWD419B,产线-07,6884,6127,0.89,47,已完成,中班
WO00495,2024-12,2024-12-13,2024-12-19,BHC9233POH,产线-07,6636,5773,0.87,37,已完成,中班
WO00496,2025-08,2025-08-02,2025-08-11,FWDD10M,产线-08,4370,3583,0.82,70,计划,早班
WO00497,2024-10,2024-10-10,2024-10-19,FWD7305,产线-04,3080,3018,0.98,17,已完成,夜班
WO00498,2025-07,2025-07-13,2025-07-24,FWD101WR,产线-05,7099,5750,0.81,68,已完成,早班
WO00499,2025-07,2025-07-01,2025-07-10,FWD415Y,产线-05,4051,3565,0.88,36,计划,夜班
